id,modality,group,gender,profession,prompt,seed,source_model,source_domain,y_true,clip_score,quality_score,template_id,file_path,target_group_score,pred_group,pred_group_score,group_margin,human_photo_score,toy_score,cartoon_score,object_score,deformed_face_score,low_quality_score,detector_name,score,y_hat,split
real_female-doctor_0011,image,female-doctor,female,doctor,"A real photo of a female doctor in a hospital, realistic and natural.",10053,real_photograph,real_reference,0,0.265647828578949,-10.094731180259496,-1,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fd (2).png,0.2575626373291015,female-doctor,0.2575626373291015,0.0177778303623199,0.2255265116691589,0.2173276096582412,0.2012903243303299,0.1531138122081756,0.1807749271392822,0.1797602772712707,cnndetection,0.0,0,test
real_female-nurse_0007,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10049,real_photograph,real_reference,0,0.2847931087017059,-3.060997771025468,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (16).png,0.2663773596286773,female-nurse,0.2663773596286773,0.0246566236019134,0.2493306994438171,0.2158986628055572,0.1878183633089065,0.1483324468135833,0.181463748216629,0.2002380192279815,cnndetection,0.0,0,test
real_female-nurse_0014,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10056,real_photograph,real_reference,0,0.2981706261634826,-10.315826920561468,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (22).png,0.272685557603836,female-nurse,0.272685557603836,0.014038473367691,0.2796345055103302,0.2205318808555603,0.2222493588924408,0.1969468891620636,0.2031404674053192,0.1984667479991912,cnndetection,0.0,0,test
real_female-nurse_0017,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10059,real_photograph,real_reference,0,0.2722273468971252,-3.713370663609769,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (25).png,0.2557445466518402,female-nurse,0.2557445466518402,0.0130089670419693,0.2392097860574722,0.2224401831626892,0.2026903927326202,0.1651446223258972,0.173255443572998,0.1960551440715789,cnndetection,0.0,0,test
real_female-nurse_0036,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10078,real_photograph,real_reference,0,0.3000448644161224,-3.8678839673687846,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (42).png,0.2811620235443115,female-nurse,0.2811620235443115,0.0210427641868591,0.2506590783596039,0.2431423664093017,0.2377793192863464,0.2067714035511016,0.1975975930690765,0.1931418776512146,cnndetection,7.200241088867188e-05,0,test
real_female-nurse_0021,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10063,real_photograph,real_reference,0,0.2698235511779785,-4.021994677222856,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (29).png,0.2417347431182861,female-nurse,0.2417347431182861,0.0346544682979583,0.2236635088920593,0.193698838353157,0.1932494938373565,0.1743263304233551,0.1870955526828766,0.1864582449197769,cnndetection,0.0,0,test
real_female-nurse_0042,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10084,real_photograph,real_reference,0,0.269802838563919,-2.6600517899391165,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (48).png,0.2785540223121643,female-nurse,0.2785540223121643,0.0350377559661865,0.2656953334808349,0.2614150643348694,0.214075282216072,0.1658222079277038,0.1855971813201904,0.1970622837543487,cnndetection,0.0,0,test
real_female-nurse_0015,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10057,real_photograph,real_reference,0,0.3036285936832428,-6.383409976798118,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (23).png,0.286818116903305,female-nurse,0.286818116903305,0.0184997618198394,0.2638168931007385,0.2514598667621612,0.2401086241006851,0.1880179792642593,0.1695452481508255,0.2002245932817459,cnndetection,0.0,0,test
real_female-nurse_0018,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10060,real_photograph,real_reference,0,0.3045213222503662,-2.686432214042147,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (26).png,0.2817303836345672,female-nurse,0.2817303836345672,0.0264412760734558,0.2495731860399246,0.2342455685138702,0.2135003358125686,0.1683247983455658,0.1573081910610199,0.1773755550384521,cnndetection,0.0,0,test
real_female-nurse_0043,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10085,real_photograph,real_reference,0,0.3065125346183777,-4.29985891590525,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (49).png,0.2920701503753662,female-nurse,0.2920701503753662,0.0203797817230224,0.2515689134597778,0.2408930510282516,0.239100381731987,0.1930547207593917,0.1614630669355392,0.198405921459198,cnndetection,0.0,0,test
real_female-nurse_0016,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10058,real_photograph,real_reference,0,0.3069790601730346,-4.505858280827199,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (24).png,0.2834768295288086,female-nurse,0.2834768295288086,0.0225212275981903,0.263781875371933,0.2420223653316497,0.2304162383079528,0.1839600354433059,0.158384770154953,0.202462837100029,cnndetection,0.0,0,test
real_female-nurse_0048,image,female-nurse,female,nurse,"A real photo of a female nurse in a hospital, realistic and natural.",10090,real_photograph,real_reference,0,0.30850350856781,-5.26055066738672,-1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fn (8).png,0.3087958693504333,female-nurse,0.3087958693504333,0.0193553864955902,0.2828198075294494,0.2557906806468963,0.2491720616817474,0.1812235414981842,0.1888459026813507,0.2141611874103546,cnndetection,0.0,0,test
real_male-doctor_0027,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10069,real_photograph,real_reference,0,0.2856269180774688,-3.813210605544775,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (34).png,0.2688754796981811,male-doctor,0.2688754796981811,0.0215543508529663,0.2328408062458038,0.2186138480901718,0.2327440232038498,0.1448371559381485,0.1854249536991119,0.1877351999282837,cnndetection,7.152557373046875e-07,0,test
real_male-doctor_0010,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10052,real_photograph,real_reference,0,0.2876332700252533,-9.570753902832024,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (19).png,0.2829568088054657,male-doctor,0.2829568088054657,0.0202852487564086,0.2584646940231323,0.2335667610168457,0.2513975203037262,0.1602442413568496,0.19404898583889,0.200205460190773,cnndetection,0.0,0,test
real_male-doctor_0039,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10081,real_photograph,real_reference,0,0.2812263369560241,-6.5302884375502,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (45).png,0.2784055769443512,male-doctor,0.2784055769443512,0.0191697478294372,0.2364671379327774,0.2309536039829254,0.2276687920093536,0.1519795954227447,0.1817501485347747,0.1944049745798111,cnndetection,0.0,0,test
real_male-doctor_0029,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10071,real_photograph,real_reference,0,0.2805797755718231,-4.34460205721821,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (36).png,0.2751168608665466,male-doctor,0.2751168608665466,0.0215517878532409,0.2363289892673492,0.2093080580234527,0.2432723045349121,0.1608066260814666,0.1925392597913742,0.1918772310018539,cnndetection,0.0,0,test
real_male-doctor_0037,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10079,real_photograph,real_reference,0,0.2783705592155456,-13.479969207881288,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (43).png,0.2581909298896789,male-doctor,0.2581909298896789,0.0279799997806549,0.2235336005687713,0.2127809971570968,0.2314290702342987,0.1463519185781479,0.1848791092634201,0.1827088743448257,cnndetection,3.0994415283203125e-06,0,test
real_male-doctor_0046,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10088,real_photograph,real_reference,0,0.2777637541294098,-6.18971455860794,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (6).png,0.276149570941925,male-doctor,0.276149570941925,0.0216350853443145,0.2325358390808105,0.2319583743810653,0.2382271885871887,0.1735847443342209,0.1795772910118103,0.1967387348413467,cnndetection,5.960464477539063e-08,0,test
real_male-doctor_0030,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10072,real_photograph,real_reference,0,0.2774498462677002,-9.438761390443023,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (37).png,0.2711931765079498,male-doctor,0.2711931765079498,0.0236985683441162,0.2329728156328201,0.2272259593009948,0.237975999712944,0.1582214683294296,0.2040510475635528,0.1996229588985443,cnndetection,0.0,0,test
real_male-doctor_0043,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10085,real_photograph,real_reference,0,0.2949710786342621,-2.958048829444047,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (49).png,0.2840217649936676,male-doctor,0.2840217649936676,0.0270443558692932,0.2421598732471466,0.2267474085092544,0.2652918398380279,0.1791280061006546,0.1913279145956039,0.1962523609399795,cnndetection,0.0,0,test
real_male-doctor_0019,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10061,real_photograph,real_reference,0,0.2761479318141937,-10.667490207894565,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (27).png,0.2724758684635162,male-doctor,0.2724758684635162,0.0170103907585144,0.2596521377563476,0.2234112471342086,0.2267380654811859,0.1612454652786255,0.2135594934225082,0.205238938331604,cnndetection,0.0,0,test
real_male-doctor_0042,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10084,real_photograph,real_reference,0,0.2963066101074219,-18.910907767651,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (48).png,0.3024913966655731,male-doctor,0.3024913966655731,0.0202421247959136,0.2491987645626068,0.2473607808351516,0.2651791572570801,0.1848214119672775,0.2127199321985244,0.2079214453697204,cnndetection,0.0,0,test
real_male-doctor_0024,image,male-doctor,male,doctor,"A real photo of a male doctor in a hospital, realistic and natural.",10066,real_photograph,real_reference,0,0.2963641583919525,-18.49996645611307,-1,/content/drive/MyDrive/project/data/generated_balanced/male-doctor/md (31).png,0.288579374551773,male-doctor,0.288579374551773,0.0297897160053253,0.2428501695394516,0.2340546697378158,0.2397385239601135,0.1597475111484527,0.2010906934738159,0.2009254842996597,cnndetection,0.0,0,test
real_male-nurse_0013,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10055,real_photograph,real_reference,0,0.2871280908584595,-14.641054770629092,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (21).png,0.3022154569625854,male-nurse,0.3022154569625854,0.0129754841327667,0.2589520812034607,0.254923939704895,0.2748989760875702,0.2080708295106887,0.2003750056028366,0.209247887134552,cnndetection,0.0,0,test
real_male-nurse_0019,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10061,real_photograph,real_reference,0,0.2877050638198852,-5.050574238435337,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (27).png,0.312851995229721,male-nurse,0.312851995229721,0.0190493166446685,0.2623014152050018,0.2491157054901123,0.2608130872249603,0.1725982874631881,0.1685016602277755,0.2003258317708969,cnndetection,0.0,0,test
real_male-nurse_0038,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10080,real_photograph,real_reference,0,0.2835386991500854,-4.537651392232786,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (7).png,0.3045860230922699,male-nurse,0.3045860230922699,0.0228091776371002,0.2679197192192077,0.2385276556015014,0.2686446607112884,0.1702407300472259,0.1866676360368728,0.203502282500267,cnndetection,2.980232238769531e-07,0,test
real_male-nurse_0028,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10070,real_photograph,real_reference,0,0.2813713550567627,-12.921478775590026,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (35).png,0.305113285779953,male-nurse,0.305113285779953,0.0134075284004211,0.2765978872776031,0.2472744584083557,0.2621422111988067,0.182213008403778,0.2011343985795974,0.2114783674478531,cnndetection,1.1920928955078125e-07,0,test
real_male-nurse_0027,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10069,real_photograph,real_reference,0,0.2792352139949798,-5.351395804942084,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (34).png,0.2843575477600097,male-nurse,0.2843575477600097,0.0124107599258422,0.2617011070251465,0.2428981810808181,0.2444072216749191,0.2017940431833267,0.1838171184062957,0.199221059679985,cnndetection,0.0,0,test
real_male-nurse_0037,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10079,real_photograph,real_reference,0,0.2931551933288574,-3.3136364537364886,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (6).png,0.2897664308547973,male-nurse,0.2897664308547973,0.0213324427604675,0.2674064040184021,0.2392526865005493,0.2460263073444366,0.1813450157642364,0.1774354130029678,0.2001243084669113,cnndetection,0.0,0,test
real_male-nurse_0015,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10057,real_photograph,real_reference,0,0.2946613430976867,-7.490402694975751,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (23).png,0.3078393340110779,male-nurse,0.3078393340110779,0.0117341876029968,0.2755332887172699,0.2446668744087219,0.267367273569107,0.2039128392934799,0.2016568630933761,0.2193652540445327,cnndetection,5.960464477539063e-08,0,test
real_male-nurse_0017,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10059,real_photograph,real_reference,0,0.2973951697349548,-7.733101826991118,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (25).png,0.321156769990921,male-nurse,0.321156769990921,0.0238317251205444,0.2655520439147949,0.2502746880054474,0.2451191693544387,0.1878440529108047,0.1898808032274246,0.2074044793844223,cnndetection,0.0,0,test
real_male-nurse_0003,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10045,real_photograph,real_reference,0,0.2985078692436218,-8.549678201215821,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (12).png,0.3227406442165375,male-nurse,0.3227406442165375,0.0100196003913879,0.2695098519325256,0.2591166496276855,0.2751346230506897,0.2136453539133072,0.181000605225563,0.2154025584459304,cnndetection,0.0,0,test
real_male-nurse_0011,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10053,real_photograph,real_reference,0,0.2710308730602264,-15.00585968476844,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (2).png,0.2770594656467438,male-nurse,0.2770594656467438,0.0165968835353851,0.2526117265224457,0.2398165166378021,0.2427302598953247,0.146987110376358,0.1823973357677459,0.2046060711145401,cnndetection,1.1920928955078125e-06,0,test
real_male-nurse_0022,image,male-nurse,male,nurse,"A real photo of a male nurse in a hospital, realistic and natural.",10064,real_photograph,real_reference,0,0.2696632742881775,-8.466170928429868,-1,/content/drive/MyDrive/project/data/generated_balanced/male-nurse/mn (3).png,0.2839153110980987,male-nurse,0.2839153110980987,0.0222855806350708,0.2635647356510162,0.2291489839553833,0.2287607491016388,0.1865260750055313,0.1794571131467819,0.2087759673595428,cnndetection,0.0,0,test
fake_female-doctor_0050,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",92,runwayml/stable-diffusion-v1-5,generated,1,0.2910740375518799,-1.5231496559805715,10,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0050.png,0.2861770391464233,female-doctor,0.2861770391464233,0.0186752378940582,0.2413274347782135,0.2340593636035919,0.252179890871048,0.1965377926826477,0.1848180294036865,0.1943224221467971,cnndetection,8.344650268554688e-07,0,test
fake_female-doctor_0049,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",91,runwayml/stable-diffusion-v1-5,generated,1,0.2775439620018005,-14.593809642868424,9,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0049.png,0.2929153442382812,female-doctor,0.2929153442382812,0.0409126281738281,0.2202251702547073,0.2088623195886612,0.2371599823236465,0.1635780930519104,0.1694225817918777,0.1811242848634719,cnndetection,0.6796875,1,test
fake_female-doctor_0045,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",87,runwayml/stable-diffusion-v1-5,generated,1,0.2767517566680908,-11.53811683626776,5,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0045.png,0.2913110554218292,female-doctor,0.2913110554218292,0.0237987339496612,0.2342054843902588,0.2280790954828262,0.2374484986066818,0.1687101572751999,0.1922465711832046,0.1925980150699615,cnndetection,0.0,0,test
fake_female-doctor_0061,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",103,runwayml/stable-diffusion-v1-5,generated,1,0.2991970777511596,-3.374179901776929,1,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0061.png,0.2988313138484955,female-doctor,0.2988313138484955,0.0183370411396026,0.2562258541584015,0.2554247379302978,0.2464422583580017,0.2004896104335785,0.1770011782646179,0.1923238933086395,cnndetection,3.6776065826416016e-05,0,test
fake_female-doctor_0007,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",49,runwayml/stable-diffusion-v1-5,generated,1,0.3018461465835571,-2.9602978241734643,7,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0007.png,0.3117295801639557,female-doctor,0.3117295801639557,0.0110737383365631,0.2537825405597687,0.2472005188465118,0.2649793326854706,0.2177229970693588,0.1900193691253662,0.2057624906301498,cnndetection,0.0,0,test
fake_female-doctor_0081,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",123,runwayml/stable-diffusion-v1-5,generated,1,0.2737683951854706,-2.39789371617551,1,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0081.png,0.2877249717712402,female-doctor,0.2877249717712402,0.0187210440635681,0.2436478734016418,0.2238162159919738,0.2311372756958007,0.1414775252342224,0.177440732717514,0.1927298158407211,cnndetection,0.0,0,test
fake_female-doctor_0006,image,female-doctor,female,doctor,"A portrait photo of the face of a doctor. Hospital setting, doctor, physician, white coat, stethoscope, realistic human, clinical identity visible.",48,runwayml/stable-diffusion-v1-5,generated,1,0.2706371247768402,-3.387108167116432,6,/content/drive/MyDrive/project/data/generated_balanced/female-doctor/fake_female-doctor_0006.png,0.2668188512325287,female-doctor,0.2668188512325287,0.0119196474552154,0.2210566103458404,0.2208187580108642,0.2437780499458313,0.2073749303817749,0.166828453540802,0.1969142109155655,cnndetection,5.960464477539063e-08,0,test
fake_female-nurse_0094,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",136,runwayml/stable-diffusion-v1-5,generated,1,0.2877503633499145,-5.451580580057483,14,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0094.png,0.2823362946510315,female-nurse,0.2823362946510315,0.0301094651222229,0.2315676361322403,0.2086910009384155,0.2198783159255981,0.1464187353849411,0.1730151772499084,0.1910002082586288,cnndetection,6.556510925292969e-07,0,test
fake_female-nurse_0025,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",67,runwayml/stable-diffusion-v1-5,generated,1,0.2881387174129486,-4.400609606919271,5,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0025.png,0.2764490246772766,female-nurse,0.2764490246772766,0.0220652520656585,0.257486879825592,0.2450640052556991,0.2365704625844955,0.1935713589191436,0.1593315154314041,0.1871861964464187,cnndetection,0.0022792816162109375,0,test
fake_female-nurse_0087,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",129,runwayml/stable-diffusion-v1-5,generated,1,0.2859881222248077,-4.025261405298996,7,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0087.png,0.2694398462772369,female-nurse,0.2694398462772369,0.0140185356140136,0.2470895200967788,0.2284252345561981,0.2389463037252426,0.1772995591163635,0.1863323599100113,0.204566553235054,cnndetection,0.0,0,test
fake_female-nurse_0070,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",112,runwayml/stable-diffusion-v1-5,generated,1,0.2857416272163391,-2.05215261173375,10,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0070.png,0.2632315754890442,female-nurse,0.2632315754890442,0.0219206511974334,0.2747865319252014,0.2114700376987457,0.2137959003448486,0.1472504585981369,0.1742083579301834,0.1873365491628646,cnndetection,6.759166717529297e-05,0,test
fake_female-nurse_0081,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",123,runwayml/stable-diffusion-v1-5,generated,1,0.2908085882663727,-2.402791931249076,1,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0081.png,0.27828249335289,female-nurse,0.27828249335289,0.0116731226444244,0.2457546442747116,0.2110050767660141,0.2493464350700378,0.1706653088331222,0.1932313442230224,0.2030873894691467,cnndetection,0.0,0,test
fake_female-nurse_0076,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",118,runwayml/stable-diffusion-v1-5,generated,1,0.2831096649169922,-2.209607529056382,16,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0076.png,0.269358217716217,female-nurse,0.269358217716217,0.0155878365039825,0.2657557129859924,0.2277946472167968,0.2243665009737014,0.1587031781673431,0.1565767228603363,0.1930237114429474,cnndetection,0.0,0,test
fake_female-nurse_0073,image,female-nurse,female,nurse,"A portrait photo of the face of a nurse. Hospital setting, nurse, hospital nurse, medical scrubs, realistic human, clinical identity visible.",115,runwayml/stable-diffusion-v1-5,generated,1,0.2952979207038879,-8.415475631923082,13,/content/drive/MyDrive/project/data/generated_balanced/female-nurse/fake_female-nurse_0073.png,0.2917304039001465,female-nurse,0.2917304039001465,0.0273043513298034,0.2287148386240005,0.1975386440753936,0.2090332508087158,0.1584406942129135,0.1849161237478256,0.1949625015258789,cnndetection,4.410743713378906e-06,0,test
